Timestamp,FewShot_Count,Order_Strategy,Original_Individual,Original_Accuracy,New_Individual,New_Accuracy
2026-03-10 17:54:00.588609,10,group_bug_feature_question,"[114, 172, 209, 370, 868, 1132, 1341, 1387, 2700, 3087]",0.4832535885167464,"[2700, 209, 370, 3087, 114, 172, 868, 1132, 1341, 1387]",0.5023923444976076
2026-03-10 17:54:03.276983,12,group_bug_feature_question,"[17, 244, 425, 768, 856, 890, 1156, 2295, 2539, 2645, 2780, 3147]",0.416267942583732,"[244, 2780, 768, 856, 1156, 17, 425, 890, 2295, 2539, 2645, 3147]",0.423444976076555
2026-03-10 17:54:03.944332,20,group_bug_feature_question,"[172, 245, 339, 416, 558, 618, 1080, 1684, 2127, 2228, 2255, 2398, 2440, 2483, 2502, 2581, 2711, 2772, 2950, 2955]",0.492822966507177,"[2127, 2483, 558, 1080, 2228, 2440, 2950, 172, 245, 339, 416, 618, 1684, 2255, 2398, 2502, 2581, 2711, 2772, 2955]",0.6339712918660287
2026-03-10 17:54:03.945520,8,group_bug_feature_question,"[661, 1078, 1368, 1611, 2154, 2161, 2901, 3282]",0.492822966507177,"[1368, 1611, 2154, 661, 1078, 2161, 2901, 3282]",0.4976076555023923
2026-03-10 17:54:05.752345,6,group_bug_feature_question,"[1302, 1527, 1592, 2238, 2382, 3168]",0.4808612440191387,"[1527, 1302, 2238, 1592, 2382, 3168]",0.4976076555023923
2026-03-10 17:54:07.694921,16,group_bug_feature_question,"[157, 259, 312, 479, 518, 572, 762, 941, 1638, 1673, 1813, 1994, 2152, 2504, 2966, 3024]",0.4545454545454545,"[762, 2966, 479, 518, 2152, 3024, 157, 259, 312, 572, 941, 1638, 1673, 1813, 1994, 2504]",0.5334928229665071
2026-03-10 17:54:10.874927,32,group_bug_feature_question,"[79, 563, 595, 663, 948, 1023, 1151, 1162, 1177, 1276, 1345, 1471, 1546, 1580, 1725, 1750, 1784, 1792, 1983, 1997, 1999, 2063, 2131, 2223, 2333, 2623, 2624, 2644, 2814, 2911, 3032, 3148]",0.638755980861244,"[663, 1276, 1983, 79, 595, 948, 1023, 1177, 1546, 2333, 563, 1151, 1162, 1345, 1471, 1580, 1725, 1750, 1784, 1792, 1997, 1999, 2063, 2131, 2223, 2623, 2624, 2644, 2814, 2911, 3032, 3148]",0.6124401913875598
2026-03-10 17:54:14.009689,24,group_bug_feature_question,"[5, 114, 246, 380, 490, 937, 1164, 1427, 1796, 2005, 2083, 2086, 2170, 2188, 2591, 2648, 2718, 2875, 2876, 2971, 2984, 3102, 3140, 3159]",0.5765550239234449,"[5, 2591, 937, 1164, 1796, 2086, 2718, 3140, 114, 246, 380, 490, 1427, 2005, 2083, 2170, 2188, 2648, 2875, 2876, 2971, 2984, 3102, 3159]",0.638755980861244
2026-03-10 17:56:39.073052,10,group_bug_question_feature,"[114, 172, 209, 370, 868, 1132, 1341, 1387, 2700, 3087]",0.4832535885167464,"[2700, 114, 172, 868, 1132, 1341, 1387, 209, 370, 3087]",0.3923444976076555
2026-03-10 17:56:44.253153,12,group_bug_question_feature,"[17, 244, 425, 768, 856, 890, 1156, 2295, 2539, 2645, 2780, 3147]",0.416267942583732,"[244, 2780, 17, 425, 890, 2295, 2539, 2645, 3147, 768, 856, 1156]",0.3947368421052631
