Timestamp,FewShot_Count,Order_Strategy,Original_Individual,Original_Accuracy,New_Individual,New_Accuracy
2026-03-10 16:16:31.424831,6,group_bug_feature_question,"[72, 258, 281, 334, 506, 746]",0.4076923076923077,"[258, 334, 506, 72, 281, 746]",0.4307692307692308
2026-03-10 16:16:36.922433,8,group_bug_feature_question,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.3,"[14, 868, 852, 700, 885, 926, 960, 1043]",0.2769230769230769
2026-03-10 16:16:37.087873,16,group_bug_feature_question,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]",0.3153846153846154,"[137, 258, 845, 457, 785, 103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894]",0.3
2026-03-10 16:16:44.060453,10,group_bug_feature_question,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.4,"[14, 837, 501, 514, 273, 565, 746, 777, 840, 1014]",0.3615384615384615
2026-03-10 16:16:45.443409,20,group_bug_feature_question,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]",0.4153846153846154,"[93, 471, 618, 256, 621, 244, 346, 444, 481, 509, 527, 574, 578, 642, 643, 672, 891, 963, 1031, 1037]",0.4538461538461538
2026-03-10 16:16:46.934433,12,group_bug_feature_question,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]",0.3692307692307692,"[436, 947, 772, 788, 22, 118, 287, 315, 384, 534, 891, 1025]",0.4538461538461538
2026-03-10 16:16:48.697316,24,group_bug_feature_question,"[64, 124, 158, 185, 209, 213, 224, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 656, 693, 791, 830, 834, 905]",0.6230769230769231,"[213, 656, 693, 830, 224, 834, 905, 64, 124, 158, 185, 209, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 791]",0.5538461538461539
2026-03-10 16:16:48.697597,32,group_bug_feature_question,"[33, 37, 40, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 569, 613, 679, 686, 737, 751, 766, 825, 842, 930, 949, 958, 993, 1007]",0.4846153846153846,"[40, 679, 737, 949, 958, 569, 825, 930, 33, 37, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 613, 686, 751, 766, 842, 993, 1007]",0.5076923076923077
2026-03-10 16:18:20.886026,6,group_bug_question_feature,"[72, 258, 281, 334, 506, 746]",0.4076923076923077,"[258, 334, 72, 281, 746, 506]",0.4846153846153846
2026-03-10 16:18:23.105639,16,group_bug_question_feature,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]",0.3153846153846154,"[137, 258, 845, 103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894, 457, 785]",0.4384615384615384
2026-03-10 16:18:26.640493,8,group_bug_question_feature,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.3,"[14, 868, 700, 885, 926, 960, 1043, 852]",0.3307692307692307
2026-03-10 16:18:35.676763,12,group_bug_question_feature,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]",0.3692307692307692,"[436, 947, 22, 118, 287, 315, 384, 534, 891, 1025, 772, 788]",0.5769230769230769
2026-03-10 16:18:37.064477,10,group_bug_question_feature,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.4,"[14, 837, 273, 565, 746, 777, 840, 1014, 501, 514]",0.3076923076923077
2026-03-10 16:18:37.124452,20,group_bug_question_feature,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]",0.4153846153846154,"[93, 471, 618, 244, 346, 444, 481, 509, 527, 574, 578, 642, 643, 672, 891, 963, 1031, 1037, 256, 621]",0.3076923076923077
2026-03-10 16:18:43.346959,24,group_bug_question_feature,"[64, 124, 158, 185, 209, 213, 224, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 656, 693, 791, 830, 834, 905]",0.6230769230769231,"[213, 656, 693, 830, 64, 124, 158, 185, 209, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 791, 224, 834, 905]",0.5230769230769231
2026-03-10 16:18:45.751514,32,group_bug_question_feature,"[33, 37, 40, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 569, 613, 679, 686, 737, 751, 766, 825, 842, 930, 949, 958, 993, 1007]",0.4846153846153846,"[40, 679, 737, 949, 958, 33, 37, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 613, 686, 751, 766, 842, 993, 1007, 569, 825, 930]",0.5076923076923077
2026-03-10 16:20:11.943716,6,group_feature_bug_question,"[72, 258, 281, 334, 506, 746]",0.4076923076923077,"[506, 258, 334, 72, 281, 746]",0.4
2026-03-10 16:20:14.243240,8,group_feature_bug_question,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.3,"[852, 14, 868, 700, 885, 926, 960, 1043]",0.2923076923076923
2026-03-10 16:20:14.243348,12,group_feature_bug_question,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]",0.3692307692307692,"[772, 788, 436, 947, 22, 118, 287, 315, 384, 534, 891, 1025]",0.5153846153846153
2026-03-10 16:20:19.713238,16,group_feature_bug_question,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]",0.3153846153846154,"[457, 785, 137, 258, 845, 103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894]",0.2923076923076923
2026-03-10 16:20:21.744768,20,group_feature_bug_question,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]",0.4153846153846154,"[256, 621, 93, 471, 618, 244, 346, 444, 481, 509, 527, 574, 578, 642, 643, 672, 891, 963, 1031, 1037]",0.4461538461538462
2026-03-10 16:20:23.920091,10,group_feature_bug_question,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.4,"[501, 514, 14, 837, 273, 565, 746, 777, 840, 1014]",0.3230769230769231
2026-03-10 16:20:32.334168,24,group_feature_bug_question,"[64, 124, 158, 185, 209, 213, 224, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 656, 693, 791, 830, 834, 905]",0.6230769230769231,"[224, 834, 905, 213, 656, 693, 830, 64, 124, 158, 185, 209, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 791]",0.4923076923076923
2026-03-10 16:20:41.083208,32,group_feature_bug_question,"[33, 37, 40, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 569, 613, 679, 686, 737, 751, 766, 825, 842, 930, 949, 958, 993, 1007]",0.4846153846153846,"[569, 825, 930, 40, 679, 737, 949, 958, 33, 37, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 613, 686, 751, 766, 842, 993, 1007]",0.5538461538461539
2026-03-10 16:22:03.325978,8,group_feature_question_bug,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.3,"[852, 700, 885, 926, 960, 1043, 14, 868]",0.5615384615384615
2026-03-10 16:22:05.579807,6,group_feature_question_bug,"[72, 258, 281, 334, 506, 746]",0.4076923076923077,"[506, 72, 281, 746, 258, 334]",0.4923076923076923
2026-03-10 16:22:10.412430,12,group_feature_question_bug,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]",0.3692307692307692,"[772, 788, 22, 118, 287, 315, 384, 534, 891, 1025, 436, 947]",0.2692307692307692
2026-03-10 16:22:15.341839,16,group_feature_question_bug,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]",0.3153846153846154,"[457, 785, 103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894, 137, 258, 845]",0.5461538461538461
2026-03-10 16:22:15.502669,10,group_feature_question_bug,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.4,"[501, 514, 273, 565, 746, 777, 840, 1014, 14, 837]",0.3538461538461538
2026-03-10 16:22:17.771700,20,group_feature_question_bug,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]",0.4153846153846154,"[256, 621, 244, 346, 444, 481, 509, 527, 574, 578, 642, 643, 672, 891, 963, 1031, 1037, 93, 471, 618]",0.3615384615384615
2026-03-10 16:22:28.093154,24,group_feature_question_bug,"[64, 124, 158, 185, 209, 213, 224, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 656, 693, 791, 830, 834, 905]",0.6230769230769231,"[224, 834, 905, 64, 124, 158, 185, 209, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 791, 213, 656, 693, 830]",0.4
2026-03-10 16:22:39.263549,32,group_feature_question_bug,"[33, 37, 40, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 569, 613, 679, 686, 737, 751, 766, 825, 842, 930, 949, 958, 993, 1007]",0.4846153846153846,"[569, 825, 930, 33, 37, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 613, 686, 751, 766, 842, 993, 1007, 40, 679, 737, 949, 958]",0.4615384615384615
2026-03-10 16:23:45.597673,8,group_question_bug_feature,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.3,"[700, 885, 926, 960, 1043, 14, 868, 852]",0.4846153846153846
2026-03-10 16:23:48.739445,6,group_question_bug_feature,"[72, 258, 281, 334, 506, 746]",0.4076923076923077,"[72, 281, 746, 258, 334, 506]",0.4307692307692308
2026-03-10 16:23:54.557086,12,group_question_bug_feature,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]",0.3692307692307692,"[22, 118, 287, 315, 384, 534, 891, 1025, 436, 947, 772, 788]",0.5153846153846153
2026-03-10 16:23:56.546380,10,group_question_bug_feature,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.4,"[273, 565, 746, 777, 840, 1014, 14, 837, 501, 514]",0.3076923076923077
2026-03-10 16:24:00.591626,16,group_question_bug_feature,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]",0.3153846153846154,"[103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894, 137, 258, 845, 457, 785]",0.5384615384615384
2026-03-10 16:24:02.246804,20,group_question_bug_feature,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]",0.4153846153846154,"[244, 346, 444, 481, 509, 527, 574, 578, 642, 643, 672, 891, 963, 1031, 1037, 93, 471, 618, 256, 621]",0.2769230769230769
2026-03-10 16:24:16.463518,24,group_question_bug_feature,"[64, 124, 158, 185, 209, 213, 224, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 656, 693, 791, 830, 834, 905]",0.6230769230769231,"[64, 124, 158, 185, 209, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 791, 213, 656, 693, 830, 224, 834, 905]",0.5153846153846153
2026-03-10 16:24:26.428461,32,group_question_bug_feature,"[33, 37, 40, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 569, 613, 679, 686, 737, 751, 766, 825, 842, 930, 949, 958, 993, 1007]",0.4846153846153846,"[33, 37, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 613, 686, 751, 766, 842, 993, 1007, 40, 679, 737, 949, 958, 569, 825, 930]",0.4307692307692308
2026-03-10 16:25:30.545415,8,group_question_feature_bug,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.3,"[700, 885, 926, 960, 1043, 852, 14, 868]",0.6
2026-03-10 16:25:30.548782,6,group_question_feature_bug,"[72, 258, 281, 334, 506, 746]",0.4076923076923077,"[72, 281, 746, 506, 258, 334]",0.4076923076923077
2026-03-10 16:25:37.121373,12,group_question_feature_bug,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]",0.3692307692307692,"[22, 118, 287, 315, 384, 534, 891, 1025, 772, 788, 436, 947]",0.2846153846153846
2026-03-10 16:25:38.976836,10,group_question_feature_bug,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.4,"[273, 565, 746, 777, 840, 1014, 501, 514, 14, 837]",0.3615384615384615
2026-03-10 16:25:39.593867,16,group_question_feature_bug,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]",0.3153846153846154,"[103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894, 457, 785, 137, 258, 845]",0.6692307692307692
2026-03-10 16:25:48.035399,20,group_question_feature_bug,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]",0.4153846153846154,"[244, 346, 444, 481, 509, 527, 574, 578, 642, 643, 672, 891, 963, 1031, 1037, 256, 621, 93, 471, 618]",0.3307692307692307
2026-03-10 16:26:02.761063,24,group_question_feature_bug,"[64, 124, 158, 185, 209, 213, 224, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 656, 693, 791, 830, 834, 905]",0.6230769230769231,"[64, 124, 158, 185, 209, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 791, 224, 834, 905, 213, 656, 693, 830]",0.4076923076923077
2026-03-10 16:26:15.137176,32,group_question_feature_bug,"[33, 37, 40, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 569, 613, 679, 686, 737, 751, 766, 825, 842, 930, 949, 958, 993, 1007]",0.4846153846153846,"[33, 37, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 613, 686, 751, 766, 842, 993, 1007, 569, 825, 930, 40, 679, 737, 949, 958]",0.5307692307692308
2026-03-10 16:27:11.972914,6,short_to_long,"[72, 258, 281, 334, 506, 746]",0.4076923076923077,"[506, 72, 746, 258, 281, 334]",0.5076923076923077
2026-03-10 16:27:16.763686,12,short_to_long,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]",0.3692307692307692,"[287, 384, 788, 772, 1025, 118, 22, 947, 534, 315, 891, 436]",0.4615384615384615
2026-03-10 16:27:19.087480,8,short_to_long,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.3,"[960, 700, 926, 868, 852, 885, 14, 1043]",0.2692307692307692
2026-03-10 16:27:26.630601,10,short_to_long,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.4,"[273, 777, 840, 746, 837, 501, 565, 514, 1014, 14]",0.4076923076923077
2026-03-10 16:27:28.020187,16,short_to_long,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]",0.3153846153846154,"[103, 457, 799, 785, 425, 258, 692, 411, 137, 500, 845, 523, 894, 870, 443, 833]",0.3307692307692307
2026-03-10 16:27:35.613472,20,short_to_long,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]",0.4153846153846154,"[963, 256, 481, 471, 642, 578, 643, 527, 509, 574, 346, 444, 621, 618, 672, 1037, 1031, 891, 244, 93]",0.4615384615384615
2026-03-10 16:27:54.165972,24,short_to_long,"[64, 124, 158, 185, 209, 213, 224, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 656, 693, 791, 830, 834, 905]",0.6230769230769231,"[185, 124, 209, 158, 64, 424, 589, 320, 379, 413, 905, 607, 551, 346, 656, 319, 224, 791, 505, 693, 834, 313, 830, 213]",0.5076923076923077
2026-03-10 16:28:07.682630,32,short_to_long,"[33, 37, 40, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 569, 613, 679, 686, 737, 751, 766, 825, 842, 930, 949, 958, 993, 1007]",0.4846153846153846,"[842, 417, 284, 751, 37, 33, 209, 367, 128, 1007, 569, 413, 351, 949, 686, 72, 825, 993, 235, 319, 766, 312, 930, 344, 958, 737, 302, 469, 40, 679, 613, 511]",0.3
2026-03-10 16:28:57.063639,6,long_to_short,"[72, 258, 281, 334, 506, 746]",0.4076923076923077,"[334, 281, 258, 746, 72, 506]",0.4846153846153846
2026-03-10 16:28:59.116396,12,long_to_short,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]",0.3692307692307692,"[436, 891, 315, 534, 947, 22, 118, 1025, 772, 788, 384, 287]",0.4230769230769231
2026-03-10 16:29:05.425789,8,long_to_short,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.3,"[1043, 14, 885, 852, 868, 926, 700, 960]",0.5307692307692308
2026-03-10 16:29:08.279810,10,long_to_short,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.4,"[14, 1014, 514, 565, 501, 837, 746, 840, 777, 273]",0.4923076923076923
2026-03-10 16:29:09.506616,16,long_to_short,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]",0.3153846153846154,"[833, 443, 870, 894, 523, 845, 500, 137, 411, 692, 258, 425, 785, 799, 457, 103]",0.4076923076923077
2026-03-10 16:29:13.263619,20,long_to_short,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]",0.4153846153846154,"[93, 244, 891, 1031, 1037, 672, 618, 621, 444, 346, 574, 509, 527, 643, 578, 642, 471, 481, 256, 963]",0.6153846153846154
2026-03-10 16:29:20.923277,24,long_to_short,"[64, 124, 158, 185, 209, 213, 224, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 656, 693, 791, 830, 834, 905]",0.6230769230769231,"[213, 830, 313, 834, 693, 505, 791, 224, 319, 656, 346, 551, 607, 905, 413, 379, 320, 589, 424, 64, 158, 209, 124, 185]",0.6076923076923076
2026-03-10 16:29:25.590255,32,long_to_short,"[33, 37, 40, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 569, 613, 679, 686, 737, 751, 766, 825, 842, 930, 949, 958, 993, 1007]",0.4846153846153846,"[511, 613, 679, 40, 469, 302, 737, 958, 344, 930, 312, 766, 319, 235, 993, 825, 72, 686, 949, 351, 413, 569, 1007, 128, 367, 209, 33, 37, 751, 284, 417, 842]",0.5923076923076923
