Timestamp,FewShot_Count,Order_Strategy,Original_Individual,New_Individual,Original_Macro_F1,New_Macro_F1
2026-03-10 17:29:50,10,group_bug_feature_question,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]","[14, 837, 501, 514, 273, 565, 746, 777, 840, 1014]",0.633042906460628,0.6338877338877339
2026-03-10 17:31:14,10,group_bug_question_feature,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]","[14, 837, 273, 565, 746, 777, 840, 1014, 501, 514]",0.633042906460628,0.4427992662681288
2026-03-10 17:32:30,10,group_feature_bug_question,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]","[501, 514, 14, 837, 273, 565, 746, 777, 840, 1014]",0.633042906460628,0.6560248447204969
2026-03-10 17:33:44,10,group_feature_question_bug,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]","[501, 514, 273, 565, 746, 777, 840, 1014, 14, 837]",0.633042906460628,0.503341384863124
2026-03-10 17:34:58,10,group_question_bug_feature,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]","[273, 565, 746, 777, 840, 1014, 14, 837, 501, 514]",0.633042906460628,0.3965439603737477
2026-03-10 17:36:09,10,group_question_feature_bug,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]","[273, 565, 746, 777, 840, 1014, 501, 514, 14, 837]",0.633042906460628,0.4262143057110862
2026-03-10 17:38:25,10,long_to_short,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]","[14, 1014, 514, 565, 501, 837, 746, 840, 777, 273]",0.633042906460628,0.6406033260838987
2026-03-10 17:37:19,10,short_to_long,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]","[273, 777, 840, 746, 837, 501, 565, 514, 1014, 14]",0.633042906460628,0.5350319140001679
2026-03-10 17:29:52,12,group_bug_feature_question,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]","[436, 947, 772, 788, 22, 118, 287, 315, 384, 534, 891, 1025]",0.6280565960253364,0.6696291527289863
2026-03-10 17:31:14,12,group_bug_question_feature,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]","[436, 947, 22, 118, 287, 315, 384, 534, 891, 1025, 772, 788]",0.6280565960253364,0.5845003998237187
2026-03-10 17:32:27,12,group_feature_bug_question,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]","[772, 788, 436, 947, 22, 118, 287, 315, 384, 534, 891, 1025]",0.6280565960253364,0.6841147505887389
2026-03-10 17:33:41,12,group_feature_question_bug,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]","[772, 788, 22, 118, 287, 315, 384, 534, 891, 1025, 436, 947]",0.6280565960253364,0.6184926184926185
2026-03-10 17:34:51,12,group_question_bug_feature,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]","[22, 118, 287, 315, 384, 534, 891, 1025, 436, 947, 772, 788]",0.6280565960253364,0.5632775632775634
2026-03-10 17:36:04,12,group_question_feature_bug,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]","[22, 118, 287, 315, 384, 534, 891, 1025, 772, 788, 436, 947]",0.6280565960253364,0.521838099302888
2026-03-10 17:38:22,12,long_to_short,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]","[436, 891, 315, 534, 947, 22, 118, 1025, 772, 788, 384, 287]",0.6280565960253364,0.5959782153330541
2026-03-10 17:37:16,12,short_to_long,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]","[287, 384, 788, 772, 1025, 118, 22, 947, 534, 315, 891, 436]",0.6280565960253364,0.6551135442821591
2026-03-10 17:29:54,16,group_bug_feature_question,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]","[137, 258, 845, 457, 785, 103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894]",0.6915734954950641,0.7026468155500414
2026-03-10 17:31:15,16,group_bug_question_feature,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]","[137, 258, 845, 103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894, 457, 785]",0.6915734954950641,0.5866239604139828
2026-03-10 17:32:32,16,group_feature_bug_question,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]","[457, 785, 137, 258, 845, 103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894]",0.6915734954950641,0.7314950011625202
2026-03-10 17:33:45,16,group_feature_question_bug,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]","[457, 785, 103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894, 137, 258, 845]",0.6915734954950641,0.6551135442821591
2026-03-10 17:35:01,16,group_question_bug_feature,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]","[103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894, 137, 258, 845, 457, 785]",0.6915734954950641,0.4557150451887294
2026-03-10 17:36:13,16,group_question_feature_bug,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]","[103, 411, 425, 443, 500, 523, 692, 799, 833, 870, 894, 457, 785, 137, 258, 845]",0.6915734954950641,0.5156417112299465
2026-03-10 17:38:32,16,long_to_short,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]","[833, 443, 870, 894, 523, 845, 500, 137, 411, 692, 258, 425, 785, 799, 457, 103]",0.6915734954950641,0.5895907733739243
2026-03-10 17:37:26,16,short_to_long,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]","[103, 457, 799, 785, 425, 258, 692, 411, 137, 500, 845, 523, 894, 870, 443, 833]",0.6915734954950641,0.630324321257048
2026-03-10 17:29:51,20,group_bug_feature_question,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]","[93, 471, 618, 256, 621, 244, 346, 444, 481, 509, 527, 574, 578, 642, 643, 672, 891, 963, 1031, 1037]",0.6496394175277246,0.7087620526758558
