Timestamp,FewShot_Count,Order_Strategy,Original_Individual,New_Individual,Original_Macro_F1,New_Macro_F1
2026-03-10 15:20:57,10,group_bug_feature_question,"[114, 172, 209, 370, 868, 1132, 1341, 1387, 2700, 3087]","[2700, 209, 370, 3087, 114, 172, 868, 1132, 1341, 1387]",0.4730706266491127,0.5137716154184745
2026-03-10 15:25:25,10,group_bug_question_feature,"[114, 172, 209, 370, 868, 1132, 1341, 1387, 2700, 3087]","[2700, 114, 172, 868, 1132, 1341, 1387, 209, 370, 3087]",0.4730706266491127,0.3948042148381707
2026-03-10 15:29:57,10,group_feature_bug_question,"[114, 172, 209, 370, 868, 1132, 1341, 1387, 2700, 3087]","[209, 370, 3087, 2700, 114, 172, 868, 1132, 1341, 1387]",0.4730706266491127,0.5079595150196162
2026-03-10 15:33:48,10,group_feature_question_bug,"[114, 172, 209, 370, 868, 1132, 1341, 1387, 2700, 3087]","[209, 370, 3087, 114, 172, 868, 1132, 1341, 1387, 2700]",0.4730706266491127,0.5302049549389775
2026-03-10 15:37:37,10,group_question_bug_feature,"[114, 172, 209, 370, 868, 1132, 1341, 1387, 2700, 3087]","[114, 172, 868, 1132, 1341, 1387, 2700, 209, 370, 3087]",0.4730706266491127,0.3976308166573654
2026-03-10 15:41:32,10,group_question_feature_bug,"[114, 172, 209, 370, 868, 1132, 1341, 1387, 2700, 3087]","[114, 172, 868, 1132, 1341, 1387, 209, 370, 3087, 2700]",0.4730706266491127,0.430290453074185
2026-03-10 15:49:10,10,long_to_short,"[114, 172, 209, 370, 868, 1132, 1341, 1387, 2700, 3087]","[868, 3087, 114, 1132, 209, 2700, 1387, 370, 172, 1341]",0.4730706266491127,0.484736410642665
2026-03-10 15:45:19,10,short_to_long,"[114, 172, 209, 370, 868, 1132, 1341, 1387, 2700, 3087]","[1341, 172, 370, 1387, 2700, 209, 1132, 114, 3087, 868]",0.4730706266491127,0.5883756309092202
2026-03-10 15:20:57,12,group_bug_feature_question,"[17, 244, 425, 768, 856, 890, 1156, 2295, 2539, 2645, 2780, 3147]","[244, 2780, 768, 856, 1156, 17, 425, 890, 2295, 2539, 2645, 3147]",0.4630618582762292,0.563771833651443
2026-03-10 15:25:27,12,group_bug_question_feature,"[17, 244, 425, 768, 856, 890, 1156, 2295, 2539, 2645, 2780, 3147]","[244, 2780, 17, 425, 890, 2295, 2539, 2645, 3147, 768, 856, 1156]",0.4630618582762292,0.4222312254651483
2026-03-10 15:29:54,12,group_feature_bug_question,"[17, 244, 425, 768, 856, 890, 1156, 2295, 2539, 2645, 2780, 3147]","[768, 856, 1156, 244, 2780, 17, 425, 890, 2295, 2539, 2645, 3147]",0.4630618582762292,0.5357305340528117
2026-03-10 15:33:50,12,group_feature_question_bug,"[17, 244, 425, 768, 856, 890, 1156, 2295, 2539, 2645, 2780, 3147]","[768, 856, 1156, 17, 425, 890, 2295, 2539, 2645, 3147, 244, 2780]",0.4630618582762292,0.4610756096380942
2026-03-10 15:37:51,12,group_question_bug_feature,"[17, 244, 425, 768, 856, 890, 1156, 2295, 2539, 2645, 2780, 3147]","[17, 425, 890, 2295, 2539, 2645, 3147, 244, 2780, 768, 856, 1156]",0.4630618582762292,0.3936013895189023
2026-03-10 15:41:43,12,group_question_feature_bug,"[17, 244, 425, 768, 856, 890, 1156, 2295, 2539, 2645, 2780, 3147]","[17, 425, 890, 2295, 2539, 2645, 3147, 768, 856, 1156, 244, 2780]",0.4630618582762292,0.3921020456849765
2026-03-10 15:49:27,12,long_to_short,"[17, 244, 425, 768, 856, 890, 1156, 2295, 2539, 2645, 2780, 3147]","[425, 2295, 2780, 2539, 1156, 856, 3147, 768, 244, 17, 890, 2645]",0.4630618582762292,0.532677279766241
2026-03-10 15:45:38,12,short_to_long,"[17, 244, 425, 768, 856, 890, 1156, 2295, 2539, 2645, 2780, 3147]","[2645, 890, 17, 244, 768, 3147, 856, 1156, 2539, 2780, 2295, 425]",0.4630618582762292,0.5566493967275981
2026-03-10 15:20:58,16,group_bug_feature_question,"[157, 259, 312, 479, 518, 572, 762, 941, 1638, 1673, 1813, 1994, 2152, 2504, 2966, 3024]","[762, 2966, 479, 518, 2152, 3024, 157, 259, 312, 572, 941, 1638, 1673, 1813, 1994, 2504]",0.510660172772639,0.5465345299526678
2026-03-10 15:25:29,16,group_bug_question_feature,"[157, 259, 312, 479, 518, 572, 762, 941, 1638, 1673, 1813, 1994, 2152, 2504, 2966, 3024]","[762, 2966, 157, 259, 312, 572, 941, 1638, 1673, 1813, 1994, 2504, 479, 518, 2152, 3024]",0.510660172772639,0.4262671677815281
