Timestamp,FewShot_Count,Original_Individual,Original_Accuracy,Shuffled_Individual,Shuffled_Accuracy
2026-03-09 07:05:59.533746,3,"[382, 560, 841]",0.2538461538461538,"[382, 841, 560]",0.3307692307692307
2026-03-09 07:06:06.480511,2,"[493, 650]",0.2923076923076923,"[650, 493]",0.3615384615384615
2026-03-09 07:06:06.708156,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.4,"[273, 746, 1014, 840, 514, 501, 777, 837, 14, 565]",0.2538461538461538
2026-03-09 07:06:07.980936,6,"[72, 258, 281, 334, 506, 746]",0.4076923076923077,"[72, 334, 746, 258, 281, 506]",0.4615384615384615
2026-03-09 07:06:07.983465,4,"[40, 253, 400, 476]",0.3923076923076923,"[400, 476, 253, 40]",0.3384615384615385
2026-03-09 07:06:07.984663,12,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]",0.3692307692307692,"[22, 1025, 891, 436, 118, 534, 315, 947, 384, 788, 772, 287]",0.4230769230769231
2026-03-09 07:06:14.635881,20,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]",0.4153846153846154,"[481, 672, 346, 891, 244, 621, 642, 93, 574, 618, 527, 963, 1037, 578, 444, 643, 509, 256, 471, 1031]",0.3923076923076923
2026-03-09 07:06:14.810104,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.3,"[14, 868, 885, 700, 926, 852, 960, 1043]",0.2923076923076923
2026-03-09 07:06:14.811688,16,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]",0.3153846153846154,"[833, 137, 425, 692, 443, 523, 258, 894, 500, 845, 103, 870, 785, 799, 411, 457]",0.5846153846153846
2026-03-09 07:06:18.861818,24,"[64, 124, 158, 185, 209, 213, 224, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 656, 693, 791, 830, 834, 905]",0.6230769230769231,"[346, 209, 413, 64, 589, 830, 656, 224, 379, 213, 124, 693, 607, 791, 905, 551, 185, 319, 834, 505, 313, 424, 320, 158]",0.5307692307692308
2026-03-09 07:06:20.429722,32,"[33, 37, 40, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 569, 613, 679, 686, 737, 751, 766, 825, 842, 930, 949, 958, 993, 1007]",0.4846153846153846,"[679, 511, 367, 949, 128, 37, 1007, 751, 40, 351, 569, 766, 33, 930, 417, 613, 993, 842, 686, 302, 469, 737, 413, 958, 344, 235, 209, 312, 825, 72, 319, 284]",0.4615384615384615
2026-03-09 07:07:36.378055,3,"[382, 560, 841]",0.2538461538461538,"[841, 560, 382]",0.4384615384615384
2026-03-09 07:07:47.578347,12,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]",0.3692307692307692,"[436, 118, 947, 287, 534, 891, 384, 788, 772, 22, 1025, 315]",0.3692307692307692
2026-03-09 07:07:47.698334,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.4,"[1014, 273, 840, 565, 14, 837, 514, 746, 501, 777]",0.4384615384615384
2026-03-09 07:07:51.814368,4,"[40, 253, 400, 476]",0.3923076923076923,"[476, 40, 400, 253]",0.4769230769230769
2026-03-09 07:07:57.129630,6,"[72, 258, 281, 334, 506, 746]",0.4076923076923077,"[746, 281, 72, 334, 258, 506]",0.4230769230769231
2026-03-09 07:08:00.231608,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.3,"[868, 960, 1043, 700, 852, 885, 14, 926]",0.3769230769230769
2026-03-09 07:08:00.687718,16,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]",0.3153846153846154,"[523, 443, 799, 258, 457, 425, 870, 833, 785, 411, 500, 103, 137, 894, 845, 692]",0.4923076923076923
2026-03-09 07:08:03.200318,20,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]",0.4153846153846154,"[574, 1031, 621, 481, 256, 642, 444, 963, 509, 527, 1037, 244, 643, 346, 618, 471, 578, 93, 891, 672]",0.3
2026-03-09 07:08:07.714128,24,"[64, 124, 158, 185, 209, 213, 224, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 656, 693, 791, 830, 834, 905]",0.6230769230769231,"[589, 551, 607, 693, 319, 158, 424, 213, 830, 124, 905, 185, 834, 313, 320, 346, 656, 505, 224, 791, 64, 379, 209, 413]",0.4923076923076923
2026-03-09 07:08:10.067848,32,"[33, 37, 40, 72, 128, 209, 235, 284, 302, 312, 319, 344, 351, 367, 413, 417, 469, 511, 569, 613, 679, 686, 737, 751, 766, 825, 842, 930, 949, 958, 993, 1007]",0.4846153846153846,"[949, 1007, 737, 128, 751, 417, 613, 302, 351, 40, 413, 284, 312, 344, 679, 72, 842, 958, 766, 319, 825, 37, 569, 209, 993, 235, 511, 33, 367, 930, 686, 469]",0.4769230769230769
2026-03-09 07:09:22.936775,3,"[382, 560, 841]",0.2538461538461538,"[841, 382, 560]",0.4230769230769231
2026-03-09 07:09:38.105158,12,"[22, 118, 287, 315, 384, 436, 534, 772, 788, 891, 947, 1025]",0.3692307692307692,"[772, 22, 947, 315, 1025, 891, 436, 118, 287, 788, 384, 534]",0.4307692307692308
2026-03-09 07:09:38.338335,4,"[40, 253, 400, 476]",0.3923076923076923,"[253, 400, 476, 40]",0.3538461538461538
2026-03-09 07:09:39.928823,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.4,"[501, 565, 777, 1014, 746, 273, 840, 514, 14, 837]",0.4076923076923077
2026-03-09 07:09:43.731384,6,"[72, 258, 281, 334, 506, 746]",0.4076923076923077,"[258, 506, 281, 334, 72, 746]",0.3923076923076923
2026-03-09 07:09:44.191249,16,"[103, 137, 258, 411, 425, 443, 457, 500, 523, 692, 785, 799, 833, 845, 870, 894]",0.3153846153846154,"[785, 692, 845, 443, 523, 457, 500, 137, 411, 833, 799, 870, 258, 103, 894, 425]",0.5461538461538461
2026-03-09 07:09:45.903938,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.3,"[700, 868, 926, 885, 960, 14, 1043, 852]",0.3923076923076923
2026-03-09 07:09:48.126294,20,"[93, 244, 256, 346, 444, 471, 481, 509, 527, 574, 578, 618, 621, 642, 643, 672, 891, 963, 1031, 1037]",0.4153846153846154,"[578, 672, 481, 621, 471, 244, 527, 643, 1037, 891, 256, 346, 444, 963, 618, 509, 642, 1031, 574, 93]",0.4153846153846154
2026-03-09 07:09:56.848875,24,"[64, 124, 158, 185, 209, 213, 224, 313, 319, 320, 346, 379, 413, 424, 505, 551, 589, 607, 656, 693, 791, 830, 834, 905]",0.6230769230769231,"[905, 209, 830, 505, 313, 158, 791, 213, 589, 320, 607, 656, 834, 224, 346, 124, 424, 551, 379, 185, 693, 64, 319, 413]",0.4230769230769231
