Timestamp,FewShot_Count,Original_Individual,Original_Macro_F1,Shuffled_Individual,Shuffled_Macro_F1
2026-03-09 05:10:18,2,"[493, 650]",0.5803475390378695,"[650, 493]",0.5266976440857586
2026-03-09 05:10:20,3,"[382, 560, 841]",0.6707604222580068,"[382, 841, 560]",0.686561318708558
2026-03-09 05:12:22,3,"[382, 560, 841]",0.6707604222580068,"[841, 560, 382]",0.587695210145687
2026-03-09 05:14:24,3,"[382, 560, 841]",0.6707604222580068,"[841, 382, 560]",0.641030220495762
2026-03-09 05:16:27,3,"[382, 560, 841]",0.6707604222580068,"[560, 841, 382]",0.551434140907825
2026-03-09 05:18:29,3,"[382, 560, 841]",0.6707604222580068,"[560, 382, 841]",0.6437645374843441
2026-03-09 05:10:25,4,"[40, 253, 400, 476]",0.590780998389694,"[400, 476, 253, 40]",0.6033849288507673
2026-03-09 05:12:37,4,"[40, 253, 400, 476]",0.590780998389694,"[476, 40, 400, 253]",0.5988520115976935
2026-03-09 05:14:32,4,"[40, 253, 400, 476]",0.590780998389694,"[253, 400, 476, 40]",0.657215175672928
2026-03-09 05:16:35,4,"[40, 253, 400, 476]",0.590780998389694,"[253, 40, 476, 400]",0.6107734926200061
2026-03-09 05:18:33,4,"[40, 253, 400, 476]",0.590780998389694,"[400, 253, 476, 40]",0.6348193451388842
2026-03-09 05:20:36,4,"[40, 253, 400, 476]",0.590780998389694,"[476, 253, 40, 400]",0.6152882205513784
2026-03-09 05:22:33,4,"[40, 253, 400, 476]",0.590780998389694,"[400, 253, 40, 476]",0.6197994592750086
2026-03-09 05:24:27,4,"[40, 253, 400, 476]",0.590780998389694,"[40, 253, 476, 400]",0.6062532299741602
2026-03-09 05:26:16,4,"[40, 253, 400, 476]",0.590780998389694,"[253, 476, 40, 400]",0.6423780157957374
2026-03-09 05:28:04,4,"[40, 253, 400, 476]",0.590780998389694,"[400, 40, 253, 476]",0.6046650870085862
2026-03-09 05:29:59,4,"[40, 253, 400, 476]",0.590780998389694,"[40, 400, 253, 476]",0.5943028485757121
2026-03-09 05:31:54,4,"[40, 253, 400, 476]",0.590780998389694,"[476, 400, 40, 253]",0.621391598979503
2026-03-09 05:33:51,4,"[40, 253, 400, 476]",0.590780998389694,"[400, 476, 40, 253]",0.5988520115976935
2026-03-09 05:35:40,4,"[40, 253, 400, 476]",0.590780998389694,"[476, 253, 400, 40]",0.6844678670765627
2026-03-09 05:37:33,4,"[40, 253, 400, 476]",0.590780998389694,"[40, 400, 476, 253]",0.5577408868706419
2026-03-09 05:39:27,4,"[40, 253, 400, 476]",0.590780998389694,"[253, 476, 400, 40]",0.6890857981835486
2026-03-09 05:41:15,4,"[40, 253, 400, 476]",0.590780998389694,"[253, 40, 400, 476]",0.6062532299741602
2026-03-09 05:43:09,4,"[40, 253, 400, 476]",0.590780998389694,"[40, 476, 253, 400]",0.5926393029121761
2026-03-09 05:44:59,4,"[40, 253, 400, 476]",0.590780998389694,"[476, 40, 253, 400]",0.6062532299741602
2026-03-09 05:46:54,4,"[40, 253, 400, 476]",0.590780998389694,"[40, 476, 400, 253]",0.5712492796311711
2026-03-09 05:48:46,4,"[40, 253, 400, 476]",0.590780998389694,"[476, 400, 253, 40]",0.6381006864988558
2026-03-09 05:50:40,4,"[40, 253, 400, 476]",0.590780998389694,"[253, 400, 40, 476]",0.6333333333333333
2026-03-09 05:52:31,4,"[40, 253, 400, 476]",0.590780998389694,"[400, 40, 476, 253]",0.5344171049566614
2026-03-09 05:10:17,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[72, 334, 746, 258, 281, 506]",0.5988520115976935
2026-03-09 05:12:19,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[746, 281, 72, 334, 258, 506]",0.6482414843533647
2026-03-09 05:14:27,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[258, 506, 281, 334, 72, 746]",0.686561318708558
2026-03-09 05:16:22,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[281, 72, 334, 746, 506, 258]",0.6707604222580068
2026-03-09 05:18:22,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[258, 281, 506, 334, 746, 72]",0.673115773115773
2026-03-09 05:20:23,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[281, 746, 72, 506, 258, 334]",0.6303468247202262
2026-03-09 05:22:16,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[506, 258, 334, 72, 746, 281]",0.682064307795302
2026-03-09 05:24:05,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[258, 506, 334, 746, 72, 281]",0.6779986761432321
2026-03-09 05:25:55,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[746, 506, 72, 258, 334, 281]",0.6392912119864537
2026-03-09 05:27:46,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[746, 334, 258, 72, 281, 506]",0.6062313906585319
2026-03-09 05:29:35,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[72, 258, 334, 746, 506, 281]",0.6303468247202262
2026-03-09 05:31:27,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[258, 281, 334, 506, 72, 746]",0.6392912119864537
2026-03-09 05:33:19,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[506, 72, 258, 746, 334, 281]",0.6686593665337396
2026-03-09 05:35:10,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[746, 506, 258, 334, 281, 72]",0.6597706243849202
2026-03-09 05:37:01,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[746, 281, 258, 334, 506, 72]",0.6258715843316731
2026-03-09 05:38:57,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[746, 72, 334, 258, 281, 506]",0.5897355981507454
2026-03-09 05:40:52,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[746, 72, 281, 258, 506, 334]",0.612409475555084
2026-03-09 05:42:46,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[72, 281, 334, 506, 746, 258]",0.6702103040296219
2026-03-09 05:44:36,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[72, 258, 281, 334, 746, 506]",0.6286868686868686
2026-03-09 05:46:26,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[506, 258, 281, 334, 72, 746]",0.6597706243849202
2026-03-09 05:48:18,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[258, 281, 334, 506, 746, 72]",0.686561318708558
2026-03-09 05:50:06,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[334, 258, 72, 506, 281, 746]",0.6392912119864537
2026-03-09 05:51:57,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[281, 746, 258, 72, 334, 506]",0.6331411857787743
2026-03-09 05:53:50,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[746, 281, 72, 506, 258, 334]",0.6392912119864537
2026-03-09 05:55:38,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[334, 506, 746, 72, 281, 258]",0.7142353770260748
2026-03-09 05:57:21,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[334, 258, 506, 746, 281, 72]",0.6707604222580068
2026-03-09 05:59:05,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[258, 506, 281, 72, 746, 334]",0.7047620508023645
2026-03-09 06:00:49,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[258, 746, 506, 72, 281, 334]",0.6753080100639449
2026-03-09 06:02:34,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[334, 281, 746, 506, 258, 72]",0.6437645374843441
2026-03-09 06:04:20,6,"[72, 258, 281, 334, 506, 746]",0.6482414843533647,"[334, 72, 506, 281, 746, 258]",0.6984126984126983
2026-03-09 05:10:27,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[14, 868, 885, 700, 926, 852, 960, 1043]",0.6989048089591569
2026-03-09 05:12:35,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[868, 960, 1043, 700, 852, 885, 14, 926]",0.7142353770260748
2026-03-09 05:14:26,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[700, 868, 926, 885, 960, 14, 1043, 852]",0.6753080100639449
2026-03-09 05:16:30,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[1043, 14, 926, 868, 885, 852, 960, 700]",0.6331045003813882
2026-03-09 05:18:31,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[1043, 960, 14, 868, 852, 885, 926, 700]",0.6725758240666374
2026-03-09 05:20:32,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[885, 960, 1043, 700, 14, 868, 852, 926]",0.66171654432524
2026-03-09 05:22:23,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[868, 14, 926, 960, 885, 852, 700, 1043]",0.6313479623824452
2026-03-09 05:24:14,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[852, 1043, 700, 868, 14, 885, 926, 960]",0.6631295350490074
2026-03-09 05:26:15,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[926, 868, 700, 14, 852, 960, 885, 1043]",0.6870725329311438
2026-03-09 05:28:09,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[960, 926, 700, 868, 885, 1043, 852, 14]",0.6890857981835486
2026-03-09 05:30:03,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[960, 1043, 868, 700, 14, 885, 926, 852]",0.6062532299741602
2026-03-09 05:31:57,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[700, 960, 1043, 926, 885, 14, 852, 868]",0.5657829130941159
2026-03-09 05:33:48,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[14, 852, 700, 960, 926, 868, 1043, 885]",0.6818474758324382
2026-03-09 05:35:43,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[1043, 885, 960, 926, 852, 14, 868, 700]",0.6956136709561367
2026-03-09 05:37:37,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[868, 852, 700, 14, 885, 960, 926, 1043]",0.6575318401405358
2026-03-09 05:39:31,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[852, 700, 14, 868, 960, 1043, 885, 926]",0.6981524850377309
2026-03-09 05:41:27,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[926, 1043, 960, 885, 14, 700, 868, 852]",0.6469138827629394
2026-03-09 05:43:23,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[885, 926, 868, 1043, 960, 700, 14, 852]",0.5281390006057266
2026-03-09 05:45:16,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[926, 868, 852, 960, 1043, 885, 700, 14]",0.6551599698076616
2026-03-09 05:47:04,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[852, 1043, 960, 885, 926, 868, 700, 14]",0.6768129268541877
2026-03-09 05:48:57,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[926, 700, 1043, 852, 885, 14, 960, 868]",0.7078825819750353
2026-03-09 05:50:51,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[1043, 926, 885, 868, 700, 14, 852, 960]",0.6331045003813882
2026-03-09 05:52:47,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[1043, 885, 926, 14, 960, 868, 852, 700]",0.6252213095808283
2026-03-09 05:54:42,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[960, 926, 700, 885, 868, 852, 1043, 14]",0.6937330308327444
2026-03-09 05:56:28,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[926, 1043, 14, 885, 700, 852, 960, 868]",0.6652052926949977
2026-03-09 05:58:12,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[926, 852, 960, 700, 1043, 885, 14, 868]",0.6258715843316731
2026-03-09 05:59:56,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[700, 1043, 960, 852, 14, 868, 926, 885]",0.7187194525904204
2026-03-09 06:01:40,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[1043, 14, 885, 960, 700, 868, 926, 852]",0.5742913000977518
2026-03-09 06:03:21,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[852, 926, 960, 1043, 700, 14, 868, 885]",0.6924300476024614
2026-03-09 06:05:01,8,"[14, 700, 852, 868, 885, 926, 960, 1043]",0.6908778506716651,"[1043, 926, 885, 852, 868, 960, 700, 14]",0.6476460511548231
2026-03-09 05:10:23,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[273, 746, 1014, 840, 514, 501, 777, 837, 14, 565]",0.6853862376005623
2026-03-09 05:12:41,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[1014, 273, 840, 565, 14, 837, 514, 746, 501, 777]",0.6150096926059264
2026-03-09 05:14:47,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[501, 565, 777, 1014, 746, 273, 840, 514, 14, 837]",0.4613475745438362
2026-03-09 05:16:50,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[501, 273, 746, 514, 565, 840, 14, 777, 1014, 837]",0.6813674238823939
2026-03-09 05:18:48,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[837, 14, 1014, 777, 565, 514, 273, 501, 840, 746]",0.6649708316374983
2026-03-09 05:20:47,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[273, 840, 1014, 14, 514, 565, 837, 777, 501, 746]",0.652693647815599
2026-03-09 05:22:38,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[565, 501, 777, 14, 746, 273, 1014, 837, 840, 514]",0.6341634641133088
2026-03-09 05:24:30,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[777, 1014, 14, 840, 746, 837, 273, 565, 514, 501]",0.5350175124823012
2026-03-09 05:26:27,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[840, 746, 14, 273, 837, 565, 777, 1014, 501, 514]",0.5539070677649843
2026-03-09 05:28:21,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[565, 1014, 501, 14, 837, 777, 746, 273, 514, 840]",0.5966240966240965
2026-03-09 05:30:14,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[501, 777, 1014, 840, 837, 14, 514, 273, 565, 746]",0.6778810969047312
2026-03-09 05:32:10,10,"[14, 273, 501, 514, 565, 746, 777, 837, 840, 1014]",0.6964804992802559,"[746, 565, 777, 273, 1014, 514, 837, 501, 14, 840]",0.6567088152454007
