Timestamp,Repo,FewShot_Count,Trial,Individual,Macro_F1,Token_Count
2026-03-06 18:55:35,microsoft_vscode,1,0,[2672],0.46876287904252084,404
2026-03-06 18:58:21,microsoft_vscode,1,1,[564],0.3918038099201456,140
2026-03-06 19:01:09,microsoft_vscode,1,2,[139],0.4271794374430995,169
2026-03-06 19:03:53,microsoft_vscode,1,3,[1539],0.4699097520446076,135
2026-03-06 19:06:44,microsoft_vscode,1,4,[748],0.4605125574454004,191
2026-03-06 19:09:31,microsoft_vscode,1,5,[2948],0.3906611945730889,132
2026-03-06 19:12:18,microsoft_vscode,1,6,[2810],0.4509247123926023,281
2026-03-06 19:15:11,microsoft_vscode,1,7,[3110],0.4129861469148158,284
2026-03-06 19:17:59,microsoft_vscode,1,8,[2483],0.4585777922642329,306
2026-03-06 19:20:44,microsoft_vscode,1,9,[180],0.3926867121406981,336
2026-03-06 19:23:37,microsoft_vscode,1,10,[300],0.43635466752145885,249
2026-03-06 19:26:30,microsoft_vscode,1,11,[775],0.4401602921115259,177
2026-03-06 19:29:14,microsoft_vscode,1,12,[146],0.39868690431894444,141
2026-03-06 19:32:02,microsoft_vscode,1,13,[1129],0.3628744486915613,121
2026-03-06 19:34:57,microsoft_vscode,1,14,[3109],0.37872931188439213,123
2026-03-06 19:37:47,microsoft_vscode,1,15,[1079],0.38994963538092337,273
2026-03-06 19:40:30,microsoft_vscode,1,16,[2819],0.38794427982377755,234
2026-03-06 19:43:17,microsoft_vscode,1,17,[28],0.41288090755240453,232
2026-03-06 19:46:03,microsoft_vscode,1,18,[2863],0.461034690896122,757
2026-03-06 19:48:53,microsoft_vscode,1,19,[1723],0.4172801319723683,284
2026-03-06 18:55:33,microsoft_vscode,2,0,"[766, 1028]",0.429716236404561,224
2026-03-06 18:58:21,microsoft_vscode,2,1,"[666, 1877]",0.4447814734899403,322
2026-03-06 19:01:09,microsoft_vscode,2,2,"[529, 530]",0.3667758787756444,334
2026-03-06 19:03:53,microsoft_vscode,2,3,"[311, 1524]",0.48494924634112707,679
2026-03-06 19:06:44,microsoft_vscode,2,4,"[1736, 1806]",0.36459471660517756,270
2026-03-06 19:09:34,microsoft_vscode,2,5,"[245, 1486]",0.41687739621156333,1231
2026-03-06 19:12:21,microsoft_vscode,2,6,"[1881, 2988]",0.42050905024173885,185
2026-03-06 19:15:13,microsoft_vscode,2,7,"[511, 2196]",0.4654349745402327,265
2026-03-06 19:18:06,microsoft_vscode,2,8,"[322, 1550]",0.4626765145627701,356
2026-03-06 19:20:53,microsoft_vscode,2,9,"[1200, 2261]",0.46424501424501424,613
2026-03-06 19:23:37,microsoft_vscode,2,10,"[2533, 2574]",0.45666692958701055,410
2026-03-06 19:26:27,microsoft_vscode,2,11,"[1481, 2364]",0.42196593508829033,399
2026-03-06 19:29:19,microsoft_vscode,2,12,"[787, 2885]",0.36898041340604165,230
2026-03-06 19:32:05,microsoft_vscode,2,13,"[187, 284]",0.45984727664434494,401
2026-03-06 19:34:58,microsoft_vscode,2,14,"[933, 2708]",0.4026019594440647,303
2026-03-06 19:37:47,microsoft_vscode,2,15,"[1185, 3166]",0.5064645935520738,460
2026-03-06 19:40:33,microsoft_vscode,2,16,"[326, 953]",0.48867988037648463,563
2026-03-06 19:43:25,microsoft_vscode,2,17,"[413, 1556]",0.3914377903739606,2057
2026-03-06 19:46:14,microsoft_vscode,2,18,"[1138, 1857]",0.44479759507340283,1450
2026-03-06 19:49:06,microsoft_vscode,2,19,"[1494, 2603]",0.4200595111671935,996
2026-03-06 18:55:34,microsoft_vscode,3,0,"[459, 1884, 1977]",0.450940875863977,581
2026-03-06 18:58:21,microsoft_vscode,3,1,"[663, 1498, 3160]",0.3911402103013945,405
2026-03-06 19:01:10,microsoft_vscode,3,2,"[405, 2872, 3239]",0.4278758776816823,1129
2026-03-06 19:04:00,microsoft_vscode,3,3,"[968, 2574, 3026]",0.3735954151775653,1648
2026-03-06 19:06:50,microsoft_vscode,3,4,"[924, 1184, 2190]",0.4627015952269502,390
2026-03-06 19:09:42,microsoft_vscode,3,5,"[1510, 1845, 1910]",0.4297524553201637,1145
2026-03-06 19:12:31,microsoft_vscode,3,6,"[2672, 3174, 3264]",0.40752403709392954,779
2026-03-06 19:15:22,microsoft_vscode,3,7,"[704, 1813, 3250]",0.39279552740127716,713
2026-03-06 19:18:11,microsoft_vscode,3,8,"[308, 1294, 3341]",0.4781329151442644,730
2026-03-06 19:21:03,microsoft_vscode,3,9,"[180, 1762, 3252]",0.38093046789430307,809
