Timestamp,FewShot_Count,Original_Individual,Original_Macro_F1,Shuffled_Individual,Shuffled_Macro_F1
2026-03-09 09:11:57,2,"[51, 194]",0.4523809523809523,"[194, 51]",0.527240465836957
2026-03-09 09:11:59,3,"[290, 341, 369]",0.4401709401709401,"[290, 369, 341]",0.47380156075808255
2026-03-09 09:12:16,3,"[290, 341, 369]",0.4401709401709401,"[369, 341, 290]",0.4761567364465915
2026-03-09 09:12:35,3,"[290, 341, 369]",0.4401709401709401,"[369, 290, 341]",0.4388428251528173
2026-03-09 09:12:53,3,"[290, 341, 369]",0.4401709401709401,"[341, 369, 290]",0.504720406681191
2026-03-09 09:13:10,3,"[290, 341, 369]",0.4401709401709401,"[341, 290, 369]",0.504720406681191
2026-03-09 09:11:57,4,"[0, 104, 155, 332]",0.3897243107769423,"[155, 332, 104, 0]",0.4661981514017264
2026-03-09 09:12:16,4,"[0, 104, 155, 332]",0.3897243107769423,"[332, 0, 155, 104]",0.36860670194003525
2026-03-09 09:12:35,4,"[0, 104, 155, 332]",0.3897243107769423,"[104, 155, 332, 0]",0.38206896551724134
2026-03-09 09:12:53,4,"[0, 104, 155, 332]",0.3897243107769423,"[104, 0, 332, 155]",0.42032967032967034
2026-03-09 09:13:09,4,"[0, 104, 155, 332]",0.3897243107769423,"[155, 104, 332, 0]",0.42789023841655416
2026-03-09 09:13:28,4,"[0, 104, 155, 332]",0.3897243107769423,"[332, 104, 0, 155]",0.37825396825396823
2026-03-09 09:13:46,4,"[0, 104, 155, 332]",0.3897243107769423,"[155, 104, 0, 332]",0.37781954887218044
2026-03-09 09:14:02,4,"[0, 104, 155, 332]",0.3897243107769423,"[0, 104, 332, 155]",0.40851803563667977
2026-03-09 09:14:19,4,"[0, 104, 155, 332]",0.3897243107769423,"[104, 332, 0, 155]",0.3286494925839188
2026-03-09 09:14:37,4,"[0, 104, 155, 332]",0.3897243107769423,"[155, 0, 104, 332]",0.39717425431711145
2026-03-09 09:14:53,4,"[0, 104, 155, 332]",0.3897243107769423,"[0, 155, 104, 332]",0.42754467754467745
2026-03-09 09:15:10,4,"[0, 104, 155, 332]",0.3897243107769423,"[332, 155, 0, 104]",0.37781954887218044
2026-03-09 09:15:26,4,"[0, 104, 155, 332]",0.3897243107769423,"[155, 332, 0, 104]",0.37781954887218044
2026-03-09 09:15:43,4,"[0, 104, 155, 332]",0.3897243107769423,"[332, 104, 155, 0]",0.4147241647241647
2026-03-09 09:15:59,4,"[0, 104, 155, 332]",0.3897243107769423,"[0, 155, 332, 104]",0.4153439153439153
2026-03-09 09:16:16,4,"[0, 104, 155, 332]",0.3897243107769423,"[104, 332, 155, 0]",0.3595238095238095
2026-03-09 09:16:34,4,"[0, 104, 155, 332]",0.3897243107769423,"[104, 0, 155, 332]",0.3840155945419103
2026-03-09 09:16:51,4,"[0, 104, 155, 332]",0.3897243107769423,"[0, 332, 104, 155]",0.42907139023081053
2026-03-09 09:17:09,4,"[0, 104, 155, 332]",0.3897243107769423,"[332, 0, 104, 155]",0.34259259259259256
2026-03-09 09:17:27,4,"[0, 104, 155, 332]",0.3897243107769423,"[0, 332, 155, 104]",0.4793322337181986
2026-03-09 09:17:44,4,"[0, 104, 155, 332]",0.3897243107769423,"[332, 155, 104, 0]",0.4147241647241647
2026-03-09 09:18:02,4,"[0, 104, 155, 332]",0.3897243107769423,"[104, 155, 0, 332]",0.37272727272727274
2026-03-09 09:18:19,4,"[0, 104, 155, 332]",0.3897243107769423,"[155, 0, 332, 104]",0.37781954887218044
2026-03-09 09:12:00,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[7, 215, 279, 59, 156, 221]",0.3910702682632507
2026-03-09 09:12:17,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[279, 156, 7, 215, 59, 221]",0.4468013468013468
2026-03-09 09:12:35,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[59, 221, 156, 215, 7, 279]",0.4192151934087418
2026-03-09 09:12:52,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[156, 7, 215, 279, 221, 59]",0.5065668505384817
2026-03-09 09:13:11,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[59, 156, 221, 215, 279, 7]",0.3834709322325421
2026-03-09 09:13:31,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[156, 279, 7, 221, 59, 215]",0.3833333333333333
2026-03-09 09:13:47,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[221, 59, 215, 7, 279, 156]",0.427070707070707
2026-03-09 09:14:04,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[59, 221, 215, 279, 7, 156]",0.4533587019713545
2026-03-09 09:14:22,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[279, 221, 7, 59, 215, 156]",0.4153439153439153
2026-03-09 09:14:39,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[279, 215, 59, 7, 156, 221]",0.3910702682632507
2026-03-09 09:14:57,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[7, 59, 215, 279, 221, 156]",0.45737373737373727
2026-03-09 09:15:14,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[59, 156, 215, 221, 7, 279]",0.4674836601307189
2026-03-09 09:15:31,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[221, 7, 59, 279, 215, 156]",0.3972416472416472
2026-03-09 09:15:48,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[279, 221, 59, 215, 156, 7]",0.3558974358974359
2026-03-09 09:16:05,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[279, 156, 59, 215, 221, 7]",0.551796157059315
2026-03-09 09:16:22,6,"[7, 59, 156, 215, 221, 279]",0.4468013468013468,"[279, 7, 215, 59, 156, 221]",0.35302197802197804
