Timestamp,Repo,FewShot_Count,Trial,Individual,Macro_F1,Token_Count
2026-03-07 04:43:22,microsoft_vscode,1,0,[2672],0.3272812957313292,368
2026-03-07 04:46:14,microsoft_vscode,1,1,[564],0.2743657109191276,140
2026-03-07 04:49:07,microsoft_vscode,1,2,[139],0.25787545441892173,169
2026-03-07 04:51:57,microsoft_vscode,1,3,[1539],0.2487992878872358,135
2026-03-07 04:54:47,microsoft_vscode,1,4,[748],0.3338064114534703,187
2026-03-07 04:57:35,microsoft_vscode,1,5,[2948],0.2552451488668345,132
2026-03-07 05:00:34,microsoft_vscode,1,6,[2810],0.28816693897253537,246
2026-03-07 05:03:25,microsoft_vscode,1,7,[3110],0.2866308958842147,284
2026-03-07 05:06:15,microsoft_vscode,1,8,[2483],0.28551809060002625,270
2026-03-07 05:09:07,microsoft_vscode,1,9,[180],0.3100607136779363,312
2026-03-07 05:11:57,microsoft_vscode,1,10,[300],0.28179539187470337,222
2026-03-07 05:14:50,microsoft_vscode,1,11,[775],0.2867623752186889,175
2026-03-07 05:17:39,microsoft_vscode,1,12,[146],0.23294625293483093,141
2026-03-07 05:20:28,microsoft_vscode,1,13,[1129],0.2365598133153366,121
2026-03-07 05:23:22,microsoft_vscode,1,14,[3109],0.25139229167328536,119
2026-03-07 05:26:19,microsoft_vscode,1,15,[1079],0.2727712113124065,254
2026-03-07 05:29:02,microsoft_vscode,1,16,[2819],0.2980777159348588,234
2026-03-07 05:31:48,microsoft_vscode,1,17,[28],0.3029727786989033,216
2026-03-07 05:34:40,microsoft_vscode,1,18,[2863],0.28424304146618967,692
2026-03-07 05:37:35,microsoft_vscode,1,19,[1723],0.2931592048298683,255
2026-03-07 04:43:24,microsoft_vscode,2,0,"[766, 1028]",0.28730001895139506,204
2026-03-07 04:46:10,microsoft_vscode,2,1,"[666, 1877]",0.22890697429871606,300
2026-03-07 04:49:04,microsoft_vscode,2,2,"[529, 530]",0.2584521082073102,333
2026-03-07 04:51:59,microsoft_vscode,2,3,"[311, 1524]",0.2522815881436571,623
2026-03-07 04:54:50,microsoft_vscode,2,4,"[1736, 1806]",0.2798044253773762,265
2026-03-07 04:57:45,microsoft_vscode,2,5,"[245, 1486]",0.2622432180163375,1054
2026-03-07 05:00:40,microsoft_vscode,2,6,"[1881, 2988]",0.24936101440830336,184
2026-03-07 05:03:32,microsoft_vscode,2,7,"[511, 2196]",0.23506970580098943,237
2026-03-07 05:06:22,microsoft_vscode,2,8,"[322, 1550]",0.27103876935042664,350
2026-03-07 05:09:14,microsoft_vscode,2,9,"[1200, 2261]",0.24945100308757662,587
2026-03-07 05:12:05,microsoft_vscode,2,10,"[2533, 2574]",0.2460810023310023,343
2026-03-07 05:14:57,microsoft_vscode,2,11,"[1481, 2364]",0.2452943709783655,396
2026-03-07 05:17:48,microsoft_vscode,2,12,"[787, 2885]",0.24526876483946178,229
2026-03-07 05:20:41,microsoft_vscode,2,13,"[187, 284]",0.2707537989580868,378
2026-03-07 05:23:35,microsoft_vscode,2,14,"[933, 2708]",0.24560667583923398,284
2026-03-07 05:26:30,microsoft_vscode,2,15,"[1185, 3166]",0.2513493283562399,421
2026-03-07 05:29:21,microsoft_vscode,2,16,"[326, 953]",0.26184132893722695,523
2026-03-07 05:32:09,microsoft_vscode,2,17,"[413, 1556]",0.23765054237963726,1699
2026-03-07 05:35:00,microsoft_vscode,2,18,"[1138, 1857]",0.2384191667416807,1138
2026-03-07 05:37:52,microsoft_vscode,2,19,"[1494, 2603]",0.2539676215244663,938
2026-03-07 04:43:24,microsoft_vscode,3,0,"[459, 1884, 1977]",0.28745439007209217,550
